,Away_Behinds,Away_Goals,Away_Team,Away_Total,Crowd,Date,Day,Home_Behinds,Home_Goals,Home_Team,Home_Total,Match_Link,Month,Round,Structured_Data,Time,Venue,Year,City,station_ID,URL,Rain
1432,6,17,Melbourne,108,"46,334",2,Saturday,10,19,Essendon,124,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=64492,August,Not Defined,2008-08-02 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.8
1433,14,12,Carlton,86,"40,730",2,Saturday,16,13,Adelaide,94,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=64493,August,Not Defined,2008-08-02 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,↓
1434,11,10,Richmond,71,"42,238",2,Saturday,14,20,Geelong,134,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsid=64502,August,Not Defined,2008-08-02 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.8
1435,18,11,Brisbane Lions,84,"10,037",2,Saturday,14,13,North Melbourne,92,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsid=64506,August,Not Defined,2008-08-02 00:00:00,No time provided,Metricon Stadium,2008,Gold Coast,323084007&p_stn_num=040190,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-323084007&p_stn_num=040190,0
1436,13,14,Sydney,97,"13,550",3,Sunday,11,17,Western Bulldogs,113,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsid=64501,August,Not Defined,2008-08-03 00:00:00,No time provided,Manuka Oval,2008,Canberra,986936890&p_stn_num=070246,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-986936890&p_stn_num=070246,0
1437,9,14,Port Adelaide,93,"22,878",3,Sunday,17,14,St Kilda,101,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsid=64709,August,Not Defined,2008-08-03 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1438,11,12,West Coast,83,"42,096",3,Sunday,14,17,Fremantle,116,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsid=64718,August,Not Defined,2008-08-03 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,0.2
1439,13,24,Geelong,157,"34,610",8,Friday,11,5,Melbourne,41,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65132,August,Not Defined,2008-08-08 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,8.8
1440,12,9,Port Adelaide,66,"29,696",9,Saturday,24,18,Carlton,132,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65007,August,Not Defined,2008-08-09 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,2.4
1441,11,5,Brisbane Lions,41,"19,929",9,Saturday,14,16,Hawthorn,110,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65008,August,Not Defined,2008-08-09 00:00:00,No time provided,University of Tasmania Stadium,2008,Launceston,1664874821&p_stn_num=091237,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1664874821&p_stn_num=091237,3.8
1442,11,12,St Kilda,83,"52,135",9,Saturday,13,14,Collingwood,97,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65001,August,Not Defined,2008-08-09 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,2.4
1443,18,15,Fremantle,108,"20,846",9,Saturday,10,17,Sydney,112,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65177,August,Not Defined,2008-08-09 00:00:00,No time provided,SCG,2008,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-872874356&p_stn_num=066062,0
1444,8,18,Western Bulldogs,116,"31,957",10,Sunday,10,21,North Melbourne,136,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65200,August,Not Defined,2008-08-10 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,4.6
1445,9,6,Richmond,45,"37,562",10,Sunday,12,16,Adelaide,108,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65000,August,Not Defined,2008-08-10 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,↓
1446,7,16,Essendon,103,"35,288",10,Sunday,11,17,West Coast,113,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=64995,August,Not Defined,2008-08-10 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,0
1447,10,16,Collingwood,106,"23,694",15,Friday,15,10,Port Adelaide,75,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65465,August,Not Defined,2008-08-15 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,1.6
1448,15,19,Adelaide,129,"32,184",16,Saturday,13,10,Essendon,73,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65640,August,Not Defined,2008-08-16 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,3.4
1449,15,5,West Coast,45,"17,958",16,Saturday,13,11,Melbourne,79,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65468,August,Not Defined,2008-08-16 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,3.4
1450,19,10,Western Bulldogs,79,"27,315",16,Saturday,12,13,Brisbane Lions,90,http://www.afl.com.au/Default.aspx?tabid=208&newsId=65471,August,Not Defined,2008-08-16 00:00:00,No time provided,Gabba,2008,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-334811501&p_stn_num=040913,0
1451,13,20,Geelong,133,"44,955",16,Saturday,10,14,Sydney,94,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65472,August,Not Defined,2008-08-16 00:00:00,No time provided,ANZ Stadium,2008,Western Sydney,872504448&p_stn_num=066048,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-872504448&p_stn_num=066048,0
1452,16,10,Hawthorn,76,"44,523",17,Sunday,9,16,Richmond,105,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65474,August,Not Defined,2008-08-17 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,3.4
1453,9,22,North Melbourne,141,"43,406",17,Sunday,6,14,Carlton,90,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65689,August,Not Defined,2008-08-17 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,3.4
1454,10,17,St Kilda,112,"34,014",17,Sunday,15,9,Fremantle,69,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65478,August,Not Defined,2008-08-17 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,0
1455,15,15,Essendon,105,"37,294",22,Friday,13,23,Western Bulldogs,151,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65958,August,Not Defined,2008-08-22 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,12.4
1456,8,15,Fremantle,98,"24,881",23,Saturday,15,15,Richmond,105,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65967,August,Not Defined,2008-08-23 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.2
1457,9,7,Melbourne,51,"18,875",23,Saturday,21,18,Port Adelaide,129,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65965,August,Not Defined,2008-08-23 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,0.8
1458,7,18,Carlton,115,"34,327",23,Saturday,13,16,Brisbane Lions,109,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=66151,August,Not Defined,2008-08-23 00:00:00,No time provided,Gabba,2008,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-334811501&p_stn_num=040913,10.0
1459,13,10,Sydney,73,"45,507",23,Saturday,10,18,Collingwood,118,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65956,August,Not Defined,2008-08-23 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.2
1460,4,13,North Melbourne,82,"24,288",24,Sunday,13,17,Geelong,115,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65960,August,Not Defined,2008-08-24 00:00:00,No time provided,Simonds Stadium,2008,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1519479636&p_stn_num=087162,
1461,11,6,Adelaide,47,"33,811",24,Sunday,17,13,St Kilda,95,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=65962,August,Not Defined,2008-08-24 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.4
1462,19,19,Hawthorn,133,"37,040",24,Sunday,8,9,West Coast,62,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=66189,August,Not Defined,2008-08-24 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,0
1463,8,8,Collingwood,56,"35,106",29,Friday,8,12,Fremantle,80,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=66459,August,Not Defined,2008-08-29 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,1.2
1464,10,23,Port Adelaide,148,"22,144",30,Saturday,12,10,North Melbourne,72,http://afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=66464,August,Not Defined,2008-08-30 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1465,5,10,West Coast,65,"21,752",30,Saturday,20,24,Geelong,164,http://afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=66645,August,Not Defined,2008-08-30 00:00:00,No time provided,Simonds Stadium,2008,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1519479636&p_stn_num=087162,0.2
1466,13,9,Western Bulldogs,67,"37,545",30,Saturday,16,10,Adelaide,76,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=66473,August,Not Defined,2008-08-30 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,↓
1467,15,24,Hawthorn,159,"49,057",30,Saturday,9,12,Carlton,81,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=66668,August,Not Defined,2008-08-30 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1468,17,6,Brisbane Lions,53,"24,076",30,Saturday,12,17,Sydney,114,http://afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=66467,August,Not Defined,2008-08-30 00:00:00,No time provided,SCG,2008,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-872874356&p_stn_num=066062,0
1469,13,18,Richmond,121,"37,046",31,Sunday,5,6,Melbourne,41,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=66465,August,Not Defined,2008-08-31 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.4
1470,21,21,St Kilda,147,"46,161",31,Sunday,9,5,Essendon,39,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=66463,August,Not Defined,2008-08-31 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.4
1471,10,11,Western Bulldogs,76,"76,703",5,Friday,19,18,Hawthorn,127,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=67177,September,Qualifying Final 2,2008-09-05 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1472,11,19,Collingwood,125,"37,685",6,Saturday,10,14,Adelaide,94,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=67029,September,Elimination Final 1,2008-09-06 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,0
1473,9,11,North Melbourne,75,"19,127",6,Saturday,8,17,Sydney,110,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=67207,September,Elimination Final 2,2008-09-06 00:00:00,No time provided,ANZ Stadium,2008,Western Sydney,872504448&p_stn_num=066048,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-872504448&p_stn_num=066048,63.2
1474,13,8,St Kilda,61,"71,653",7,Sunday,17,17,Geelong,119,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=67026,September,Qualifying Final 1,2008-09-07 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1475,15,9,Sydney,69,"42,731",12,Friday,10,16,Western Bulldogs,106,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=67423,September,Semi Final 2,2008-09-12 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1476,18,9,Collingwood,72,"76,707",13,Saturday,4,17,St Kilda,106,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=67425,September,Semi Final 1,2008-09-13 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1477,12,7,Western Bulldogs,54,"70,143",19,Friday,11,12,Geelong,83,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=67805,September,Preliminary Final 1,2008-09-19 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.2
1478,10,9,St Kilda,64,"77,002",20,Saturday,10,18,Hawthorn,118,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=67977,September,Preliminary Final 2,2008-09-20 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,1.2
1479,7,18,Hawthorn,115,"100,012",27,Saturday,23,11,Geelong,89,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=68363,September,Grand Final,2008-09-27 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1480,12 ,23,Carlton,150,87043,26,Thursday,13 ,9,Richmond,67,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/73807/default.aspx,March,Round 1 (season launch),2009-03-26 19:40:00,7:40 pm,MCG,2009,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2009&p_c=-1487228352&p_stn_num=086232,0
1481,21 ,15,Geelong,111,69593,27,Friday,7 ,16,Hawthorn,103,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/73894/default.aspx,March,Round 1 (season launch),2009-03-27 19:40:00,7:40 pm,MCG,2009,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2009&p_c=-1487228352&p_stn_num=086232,0
1482,12 ,13,Adelaide,90,41591,28,Saturday,8 ,13,Collingwood,86,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/73914/default.aspx,March,Round 1 (season launch),2009-03-28 14:10:00,2:10 pm,MCG,2009,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2009&p_c=-1487228352&p_stn_num=086232,0
1483,8 ,13,West Coast,86,26800,28,Saturday,11 ,14,Brisbane Lions,95,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/73919/default.aspx,March,Round 1 (season launch),2009-03-28 18:10:00,6:10 pm,Gabba,2009,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2009&p_c=-334811501&p_stn_num=040913,0
